City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Patna,2020-06-05,20.15,51.75,80.95,15.72,35.29,6.47,0.58,4.52,29.06,2.03,4.18,1.1,97,Satisfactory
Patna,2020-06-06,10.78,40.55,78.07,13.74,45.29,3.39,0.67,3.22,21.9,2.39,8.54,0.43,82,Satisfactory
Patna,2020-06-07,19.81,67.2,65.21,15.32,46.35,7.78,0.72,2.88,20.13,2.5,6.79,0.73,88,Satisfactory
Patna,2020-06-08,18.17,74.52,56.15,19.35,42.41,7.15,0.74,2.8,24.1,2.18,3.41,0.66,100,Satisfactory
Patna,2020-06-09,38.48,99.52,78.44,23.81,50.18,6.39,0.82,2.86,29.75,3.11,4.24,0.56,106,Moderate
Patna,2020-06-10,37.57,105.97,72.04,23.9,43.94,7.29,0.7,3.16,40.94,2.34,2.85,0.66,111,Moderate
Patna,2020-06-11,32.56,76.26,59.8,29.06,34.96,5.55,0.58,3.15,31.17,1.9,1.81,0.59,100,Satisfactory
Patna,2020-06-12,19.01,59.73,82.57,24.21,48.94,6.72,0.45,3.25,25.75,1.39,1.82,0.59,86,Satisfactory
Patna,2020-06-13,15.19,47.85,50.79,11.2,35.51,6.82,0.45,2.82,22.01,1.36,1.49,0.55,85,Satisfactory
Patna,2020-06-14,14.44,46.28,19.32,6.91,12.47,16.67,0.45,2.86,20.51,1.24,1.1,0.52,60,Satisfactory
Patna,2020-06-15,16.17,40.55,25.09,16.17,19.3,11.62,0.71,2.76,18.5,1.46,1.65,0.61,56,Satisfactory
Patna,2020-06-16,17.75,41.77,25.75,37.94,23.62,5.01,0.87,2.76,22.24,1.57,1.62,0.67,53,Satisfactory
Patna,2020-06-17,19.12,47.75,27.08,37.94,25.83,3.54,0.87,2.68,16.42,1.61,3.45,0.75,53,Satisfactory
Patna,2020-06-18,24.18,48.41,39.74,25.77,27.81,1.78,0.85,4.87,13.52,1.95,3.16,0.79,63,Satisfactory
Patna,2020-06-19,16.14,39.71,36.11,17.66,24.26,2.52,0.66,4.65,15.81,1.72,4.28,0.46,60,Satisfactory
Patna,2020-06-20,20.07,53.61,21.9,15.51,28.38,6.77,0.61,4.49,23.19,1.55,6.39,0.55,62,Satisfactory
Patna,2020-06-21,12.76,40.37,16.83,15.13,25.68,5.98,0.45,3.73,16.65,1.33,2.14,0.81,60,Satisfactory
Patna,2020-06-22,15.42,39.87,20.33,25.06,33.47,3.11,0.74,3.79,20.83,1.76,4.13,1.28,60,Satisfactory
Patna,2020-06-23,20.71,57.47,25.82,26.84,36.15,4.76,0.86,3.75,25.08,1.35,3.48,0.91,74,Satisfactory
Patna,2020-06-24,25.62,55.48,22.42,25.52,33.97,2.74,0.77,3.24,28.08,1.2,3.5,0.7,84,Satisfactory
Patna,2020-06-25,27.71,68.29,16.14,26.48,28.9,2.76,0.95,2.98,14.75,1.95,4.68,1.18,88,Satisfactory
Patna,2020-06-26,23.16,39.8,10.37,25.68,24.65,3.13,0.79,2.92,19.42,1.17,3.84,0.86,71,Satisfactory
Patna,2020-06-27,17.71,63.73,9.47,23.01,22.28,1.91,0.87,3.63,23.39,1.09,3.07,0.97,65,Satisfactory
Patna,2020-06-28,19.27,57.42,30.19,18.13,36.76,2.05,0.72,3.92,17.37,1.18,2.9,1.24,82,Satisfactory
Patna,2020-06-29,17.24,42.83,42.4,20.51,47.69,2.26,0.88,3.6,17.5,1.51,4.91,1.74,88,Satisfactory
Patna,2020-06-30,29.76,60.68,42.12,27.5,52.04,1.59,0.83,3.91,21.7,1.58,8.59,2.02,93,Satisfactory
Patna,2020-07-01,35.42,57.82,44.5,31.15,57.72,1.14,0.82,3.99,25.76,1.73,5.5,2.14,98,Satisfactory
