City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Amritsar,2019-10-18,38.85,74.0,11.12,11.53,20.3,30.37,0.39,11.45,18.75,1.84,2.59,1.88,94,Satisfactory
Amritsar,2019-10-19,22.66,54.08,11.13,11.53,21.65,30.36,0.63,9.21,20.6,2.01,3.51,2.0,58,Satisfactory
Amritsar,2019-10-20,42.86,107.14,11.16,11.51,21.67,30.36,0.52,7.06,24.61,2.21,3.67,2.0,87,Satisfactory
Amritsar,2019-10-21,62.48,136.27,11.15,11.51,21.67,30.36,0.54,7.47,27.11,2.31,3.76,2.0,110,Moderate
Amritsar,2019-10-22,80.27,181.64,11.27,14.51,24.08,29.79,0.54,12.37,22.51,2.36,3.33,1.96,147,Moderate
Amritsar,2019-10-23,96.33,172.08,11.63,18.14,28.97,28.99,0.46,13.85,16.81,2.9,3.57,1.96,227,Poor
Amritsar,2019-10-24,84.31,132.9,11.04,11.56,21.66,31.4,0.36,13.78,22.45,2.49,3.3,1.92,179,Moderate
Amritsar,2019-10-25,90.71,135.6,12.5,13.12,23.71,31.44,0.87,15.28,19.52,3.07,3.83,1.96,198,Moderate
Amritsar,2019-10-26,107.98,161.15,11.28,8.57,19.43,32.46,0.56,15.87,19.54,3.09,3.77,1.98,234,Poor
Amritsar,2019-10-27,116.05,181.67,13.78,9.11,22.22,32.83,0.79,17.71,19.78,3.39,3.83,2.03,212,Poor
Amritsar,2019-10-28,249.1,303.33,43.34,19.85,55.39,20.44,0.31,34.17,17.9,3.43,4.01,2.06,399,Very Poor
Amritsar,2019-10-29,111.47,189.73,29.45,10.03,39.44,13.06,0.46,11.65,18.13,3.7,4.4,2.0,309,Very Poor
Amritsar,2019-10-30,127.13,245.27,17.07,9.78,21.98,13.16,0.57,13.88,21.7,2.92,2.91,1.64,247,Poor
Amritsar,2019-10-31,139.65,226.33,17.01,10.01,26.75,13.1,0.31,10.92,16.02,3.44,4.23,1.98,321,Very Poor
Amritsar,2019-11-01,154.49,235.28,17.73,9.94,27.64,12.81,0.37,19.27,15.38,3.53,4.21,2.0,313,Very Poor
Amritsar,2019-11-02,110.95,181.95,17.66,9.91,27.24,12.97,0.52,10.06,11.35,2.69,3.27,2.0,313,Very Poor
Amritsar,2019-11-03,155.83,305.4,17.13,10.98,27.05,13.26,0.34,9.75,14.51,2.75,3.41,2.0,302,Very Poor
Amritsar,2019-11-04,104.21,207.47,18.27,10.64,24.48,12.38,0.71,12.97,12.72,1.79,2.42,1.84,288,Poor
Amritsar,2019-11-05,97.09,186.99,41.45,32.85,51.49,24.67,0.53,10.5,16.23,2.2,2.58,1.98,261,Poor
Amritsar,2019-11-06,137.13,221.46,16.97,9.95,26.71,12.99,0.48,10.68,18.85,2.14,2.49,2.0,254,Poor
Amritsar,2019-11-07,34.94,71.87,17.16,9.95,26.82,13.01,0.55,8.74,15.72,1.59,1.94,1.98,212,Poor
Amritsar,2019-11-08,24.18,61.24,17.21,10.04,27.25,13.03,0.8,10.71,16.33,1.56,1.99,2.0,54,Satisfactory
Amritsar,2019-11-09,42.84,81.33,17.28,10.04,27.28,13.0,0.78,9.2,12.92,2.02,2.7,2.0,72,Satisfactory
Amritsar,2019-11-10,84.92,143.08,17.28,10.24,27.46,13.05,0.41,10.17,22.42,2.18,2.92,2.0,140,Moderate
Amritsar,2019-11-11,84.63,158.85,17.16,10.25,27.34,13.06,0.8,11.04,27.87,2.16,2.65,2.0,160,Moderate
Amritsar,2019-11-12,168.71,313.31,17.19,10.31,27.43,12.92,0.78,12.55,19.71,2.74,3.16,2.0,285,Poor
Amritsar,2019-11-13,189.44,339.69,17.22,10.0,27.22,13.0,0.48,16.3,15.22,3.13,3.65,2.0,358,Very Poor
Amritsar,2019-11-14,148.61,260.33,17.22,10.09,27.31,12.99,0.56,20.51,10.01,2.81,3.2,2.0,334,Very Poor
Amritsar,2019-11-15,103.87,180.68,17.23,10.0,27.24,12.98,0.65,29.92,9.71,2.41,2.72,2.0,317,Very Poor
Amritsar,2019-11-16,86.49,164.0,17.17,9.91,27.08,13.0,0.36,13.01,11.08,2.31,3.22,2.0,259,Poor
Amritsar,2019-11-17,42.18,105.92,17.22,10.01,27.23,12.99,0.66,7.93,16.02,1.92,3.16,2.0,110,Moderate
Amritsar,2019-11-18,101.44,190.56,17.24,10.01,26.96,13.01,0.65,11.37,20.02,2.12,2.83,1.98,162,Moderate
Amritsar,2019-11-19,147.55,263.97,17.23,10.0,27.23,13.0,0.56,11.86,12.65,3.55,4.6,2.01,322,Very Poor
Amritsar,2019-11-20,91.41,253.95,17.22,9.98,27.2,13.0,0.47,13.04,13.14,3.38,4.5,2.01,235,Poor
Amritsar,2019-11-21,112.55,180.08,13.18,9.99,23.17,12.99,0.66,18.42,10.24,2.55,2.93,2.0,280,Poor
Amritsar,2019-11-22,57.31,122.03,9.51,10.01,19.52,13.0,0.59,13.92,7.19,2.37,2.96,2.0,157,Moderate
Amritsar,2019-11-23,24.07,59.83,9.5,9.99,19.5,13.0,0.67,8.75,13.37,1.91,2.89,2.0,85,Satisfactory
Amritsar,2019-11-24,32.98,88.49,9.5,9.99,19.49,13.01,0.67,10.45,16.72,2.24,3.26,2.0,74,Satisfactory
Amritsar,2019-11-25,39.29,146.1,9.5,9.99,19.49,13.0,0.48,10.74,16.08,2.83,3.9,2.01,108,Moderate
Amritsar,2019-11-26,30.77,80.76,9.53,10.03,19.56,13.08,0.48,16.2,13.5,2.42,3.18,1.98,113,Moderate
Amritsar,2019-11-27,31.91,46.08,9.51,10.02,19.54,13.0,0.63,14.87,11.14,1.81,2.17,2.0,64,Satisfactory
Amritsar,2019-11-28,25.36,39.49,9.52,9.85,19.31,13.04,0.65,12.42,11.47,1.7,2.08,2.0,44,Good
Amritsar,2019-11-29,26.37,51.37,9.83,10.32,19.82,9.12,0.74,13.18,15.19,1.84,2.44,2.0,47,Good
Amritsar,2019-11-30,41.64,69.84,9.6,10.15,19.52,5.02,0.64,8.22,19.66,1.99,2.77,2.0,60,Satisfactory
Amritsar,2019-12-01,60.29,99.83,9.54,10.06,19.6,4.93,0.71,8.9,24.19,2.41,3.08,2.0,89,Satisfactory
Amritsar,2019-12-02,84.89,137.8,9.65,9.93,19.5,5.01,0.5,9.17,26.53,2.93,3.45,2.0,145,Moderate
Amritsar,2019-12-03,87.69,140.27,9.51,10.05,19.2,5.1,0.59,10.68,22.89,3.1,3.37,1.98,183,Moderate
Amritsar,2019-12-04,90.75,145.52,10.45,10.6,19.15,5.34,0.16,13.24,23.74,2.99,3.19,1.96,220,Poor
Amritsar,2019-12-05,66.85,103.82,11.81,13.89,20.33,5.53,0.5,9.82,21.56,2.38,2.82,1.9,147,Moderate
Amritsar,2019-12-06,54.62,84.09,10.47,11.54,20.38,5.25,0.24,11.64,17.87,2.42,2.96,2.0,106,Moderate
Amritsar,2019-12-07,74.16,111.95,10.88,10.78,18.86,5.19,0.82,18.45,17.24,2.74,3.28,1.85,121,Moderate
Amritsar,2019-12-08,67.0,114.79,11.94,12.9,21.4,5.63,0.74,12.39,20.02,3.23,3.99,1.98,123,Moderate
Amritsar,2019-12-09,103.57,162.16,14.29,15.08,23.71,6.76,0.7,12.35,19.0,3.15,3.69,2.0,187,Moderate
Amritsar,2019-12-10,128.64,202.77,11.96,14.02,21.02,6.05,0.66,10.06,19.17,2.99,3.0,2.0,291,Poor
Amritsar,2019-12-11,86.0,132.04,11.49,12.72,20.34,5.63,0.54,13.79,17.99,2.62,2.7,2.0,245,Poor
Amritsar,2019-12-12,28.77,44.31,11.17,12.31,17.56,5.95,0.72,4.02,13.14,1.61,1.62,1.93,186,Moderate
Amritsar,2019-12-13,24.95,35.96,12.59,14.74,22.04,6.11,0.77,4.81,16.97,1.6,1.8,1.98,43,Good
Amritsar,2019-12-14,39.26,47.36,12.76,13.75,21.92,6.29,0.71,7.47,16.45,1.77,2.09,2.0,59,Satisfactory
Amritsar,2019-12-15,30.72,38.24,10.88,11.28,20.2,5.37,0.64,6.67,22.0,1.76,2.1,1.96,58,Satisfactory
Amritsar,2019-12-16,41.03,51.31,12.58,12.41,21.73,5.8,0.81,5.42,24.54,1.74,1.98,1.98,55,Satisfactory
Amritsar,2019-12-17,49.45,64.66,13.29,13.0,21.65,6.2,0.65,5.64,23.2,1.89,1.81,1.98,74,Satisfactory
Amritsar,2019-12-18,58.96,85.25,13.08,14.96,21.71,6.77,0.72,6.09,24.27,2.1,2.03,1.98,95,Satisfactory
Amritsar,2019-12-19,63.18,80.52,12.08,12.09,21.16,5.65,0.68,5.98,19.51,1.68,1.58,1.93,107,Moderate
Amritsar,2019-12-20,108.34,125.24,11.99,11.94,21.0,5.61,0.62,7.66,20.05,2.09,1.91,2.0,171,Moderate
Amritsar,2019-12-21,52.95,69.41,13.13,13.09,21.88,5.98,0.63,6.56,26.89,2.08,2.13,2.0,184,Moderate
Amritsar,2019-12-22,62.11,84.25,11.19,12.12,20.52,5.7,0.61,5.04,23.21,2.0,2.0,2.0,96,Satisfactory
Amritsar,2019-12-23,69.27,101.77,12.78,13.24,21.79,5.93,0.53,7.18,23.26,2.02,1.84,1.98,108,Moderate
Amritsar,2019-12-24,97.42,128.35,9.53,9.83,18.23,5.18,0.64,7.05,32.52,1.78,1.63,1.9,210,Poor
Amritsar,2019-12-25,52.73,76.1,10.3,10.53,19.5,5.3,0.74,6.27,48.65,1.72,1.74,2.0,141,Moderate
Amritsar,2019-12-26,58.57,84.32,10.44,10.62,20.2,4.87,0.8,6.96,46.13,1.69,1.65,1.96,91,Satisfactory
Amritsar,2019-12-27,77.3,105.41,10.48,10.73,19.7,5.17,0.73,11.3,53.99,1.68,1.62,1.98,126,Moderate
Amritsar,2019-12-28,80.31,106.95,9.62,10.78,19.14,5.07,0.64,11.47,66.65,1.59,1.57,1.96,156,Moderate
Amritsar,2019-12-29,80.8,107.95,10.05,10.88,19.25,5.15,0.75,10.01,66.7,1.62,1.62,1.98,193,Moderate
Amritsar,2019-12-30,71.17,97.83,9.78,10.78,17.36,4.97,0.4,7.65,31.33,1.56,1.34,1.75,155,Moderate
Amritsar,2019-12-31,71.0,98.3,9.93,10.0,19.75,5.04,0.59,8.42,24.9,1.75,1.47,2.0,111,Moderate
Amritsar,2020-01-01,94.38,137.93,9.91,10.38,18.95,5.1,0.42,15.79,40.21,2.62,2.4,1.98,184,Moderate
Amritsar,2020-01-02,80.8,115.13,9.91,10.44,18.85,8.93,0.3,12.54,7.82,2.77,2.78,1.9,196,Moderate
Amritsar,2020-01-03,78.22,110.89,9.63,10.03,18.02,11.99,0.62,11.43,27.0,2.61,2.97,1.82,160,Moderate
Amritsar,2020-01-04,96.86,134.78,9.35,10.02,19.27,11.99,0.11,8.12,36.13,3.43,3.81,2.0,221,Poor
Amritsar,2020-01-05,65.12,95.22,9.51,9.67,17.61,12.16,0.28,11.92,32.48,2.25,2.44,1.85,156,Moderate
Amritsar,2020-01-06,33.39,47.36,10.21,10.43,20.35,11.87,0.6,6.75,38.56,1.74,1.8,2.0,88,Satisfactory
Amritsar,2020-01-07,36.74,46.3,9.75,9.77,19.28,11.99,0.57,7.53,8.63,1.76,1.7,2.0,58,Satisfactory
Amritsar,2020-01-08,24.14,31.7,9.89,10.12,18.84,12.01,0.62,6.32,22.11,1.51,1.52,1.9,46,Good
Amritsar,2020-01-09,56.17,80.34,9.68,10.05,19.07,11.94,0.68,20.5,23.77,2.11,1.84,1.92,66,Satisfactory
Amritsar,2020-01-10,55.79,76.73,9.78,9.74,19.48,12.02,0.47,6.87,39.56,2.14,2.09,2.0,103,Moderate
Amritsar,2020-01-11,55.64,80.28,9.37,10.19,19.5,11.99,0.73,10.87,36.72,2.02,2.14,2.0,87,Satisfactory
Amritsar,2020-01-12,44.56,73.05,9.55,9.99,18.76,12.1,0.8,17.99,17.71,2.29,2.78,1.94,87,Satisfactory
Amritsar,2020-01-13,47.0,61.51,9.67,10.01,19.68,12.06,0.4,6.24,25.62,1.83,2.09,2.0,74,Satisfactory
Amritsar,2020-01-14,31.25,83.72,9.17,9.89,17.82,11.99,0.66,6.54,20.19,1.45,1.55,1.86,64,Satisfactory
Amritsar,2020-01-20,64.93,108.1,9.57,10.17,19.06,11.96,0.68,7.84,15.94,2.09,2.01,1.94,111,Moderate
Amritsar,2020-01-21,37.05,69.74,9.44,10.04,19.14,12.0,0.63,15.16,22.56,1.87,1.92,1.95,98,Satisfactory
Amritsar,2020-01-22,21.05,40.05,9.72,10.07,19.58,11.92,0.8,7.78,39.9,1.59,1.84,2.0,63,Satisfactory
Amritsar,2020-01-23,27.42,50.66,9.68,10.01,17.86,11.99,0.73,7.05,40.09,1.5,1.54,1.83,63,Satisfactory
Amritsar,2020-01-24,43.96,77.9,9.54,9.93,19.14,12.01,0.6,8.46,43.35,1.85,1.82,2.0,70,Satisfactory
Amritsar,2020-01-25,71.6,130.66,10.19,10.17,20.05,11.96,0.7,11.04,43.22,2.35,2.3,2.0,108,Moderate
Amritsar,2020-01-26,45.03,82.9,9.88,10.69,18.16,11.83,0.73,15.78,38.27,1.88,2.08,1.83,107,Moderate
Amritsar,2020-01-27,61.56,94.0,10.19,10.77,19.76,12.31,0.64,11.17,32.32,2.11,2.12,2.0,90,Satisfactory
Amritsar,2020-01-28,42.4,55.89,10.76,10.82,20.45,11.96,0.64,10.61,23.37,1.66,1.67,2.0,96,Satisfactory
Amritsar,2020-01-29,20.48,36.13,9.53,10.7,19.55,11.84,0.98,6.87,28.73,1.64,1.87,2.0,55,Satisfactory
Amritsar,2020-01-30,27.36,57.69,10.0,10.35,19.39,11.8,0.55,6.8,31.21,1.69,1.81,1.96,60,Satisfactory
Amritsar,2020-01-31,21.43,139.43,10.12,10.15,19.02,12.09,0.47,9.95,27.1,1.96,1.7,1.93,102,Moderate
Amritsar,2020-02-04,67.56,103.84,27.82,21.0,36.62,14.74,0.49,6.95,37.74,2.09,2.14,2.0,111,Moderate
Amritsar,2020-02-05,55.53,94.4,17.32,12.2,26.8,12.12,0.54,7.43,33.11,1.74,1.7,2.05,99,Satisfactory
Amritsar,2020-02-06,74.16,128.7,18.61,11.48,27.36,12.04,0.46,8.99,39.2,1.85,1.76,1.94,121,Moderate
Amritsar,2020-02-07,62.25,102.49,17.94,13.47,28.51,12.09,0.33,7.3,41.35,1.83,1.85,2.0,124,Moderate
Amritsar,2020-02-08,92.15,166.94,17.97,11.59,26.63,12.4,0.9,9.69,43.9,2.15,2.14,1.95,152,Moderate
Amritsar,2020-02-09,113.54,160.38,17.18,11.18,27.37,11.99,0.21,10.05,42.74,2.99,2.63,2.0,282,Poor
Amritsar,2020-02-10,63.68,115.75,17.14,10.13,26.59,12.03,1.03,7.86,42.74,1.94,2.09,1.98,144,Moderate
Amritsar,2020-02-11,84.93,187.15,17.48,10.4,26.72,12.02,0.3,9.07,35.77,2.31,2.22,2.0,190,Moderate
Amritsar,2020-02-12,38.88,136.28,18.01,13.17,27.73,12.36,0.5,2.5,37.25,1.71,1.79,2.0,133,Moderate
Amritsar,2020-02-13,42.33,117.43,17.64,11.27,26.66,12.13,0.76,10.04,35.09,1.63,1.63,2.05,112,Moderate
Amritsar,2020-02-14,33.14,100.08,16.9,10.48,27.0,11.82,0.66,8.33,39.73,1.58,1.68,2.0,107,Moderate
Amritsar,2020-02-15,41.33,123.92,17.35,10.41,27.39,11.92,0.78,10.64,43.24,1.91,2.19,2.0,106,Moderate
Amritsar,2020-02-16,69.4,154.93,17.22,10.43,26.33,12.04,0.44,10.13,45.83,2.41,2.76,1.98,132,Moderate
Amritsar,2020-02-17,66.39,145.96,18.06,11.42,27.62,12.09,0.87,9.98,45.62,2.11,2.42,1.96,139,Moderate
Amritsar,2020-02-18,59.59,144.61,17.56,11.48,27.13,12.19,0.74,11.15,50.25,2.0,2.07,2.0,128,Moderate
Amritsar,2020-02-25,58.55,134.7,19.04,13.05,29.17,12.23,0.76,9.63,32.13,1.8,1.93,2.0,121,Moderate
Amritsar,2020-02-26,71.27,156.66,21.07,14.77,29.73,12.55,0.31,9.85,30.07,1.79,1.9,1.9,134,Moderate
Amritsar,2020-02-27,58.17,133.37,19.01,13.89,27.62,12.37,1.33,7.4,27.53,1.72,2.12,2.0,127,Moderate
Amritsar,2020-02-28,67.24,142.34,17.4,11.73,26.33,12.18,0.64,11.92,29.72,1.7,1.97,1.96,128,Moderate
Amritsar,2020-02-29,26.4,83.14,19.15,12.31,29.03,12.12,0.62,11.35,30.35,1.53,1.92,2.0,108,Moderate
Amritsar,2020-03-01,22.15,83.69,17.9,12.55,27.8,12.16,0.83,21.92,29.65,1.44,1.86,1.98,76,Satisfactory
Amritsar,2020-03-02,32.33,97.38,17.54,11.96,27.44,12.02,0.78,9.91,29.66,1.55,1.83,1.98,92,Satisfactory
Amritsar,2020-03-03,33.46,103.81,18.06,11.38,27.5,11.77,0.61,10.78,30.09,1.61,1.81,1.98,101,Moderate
Amritsar,2020-03-04,55.5,135.96,17.43,10.82,26.5,11.8,0.44,13.85,32.2,1.81,1.85,1.94,118,Moderate
Amritsar,2020-03-05,22.09,74.89,17.71,11.96,28.12,11.84,0.72,14.65,30.07,1.44,1.56,2.0,97,Satisfactory
Amritsar,2020-03-06,17.61,61.51,17.42,11.14,26.82,12.0,0.74,11.49,27.23,1.38,1.47,1.98,68,Satisfactory
Amritsar,2020-03-07,17.0,61.08,17.79,11.2,27.07,12.16,0.82,8.51,29.45,1.39,1.51,1.98,59,Satisfactory
Amritsar,2020-03-08,25.44,77.68,17.05,11.41,26.88,12.1,0.82,11.62,30.24,1.46,1.76,2.0,70,Satisfactory
Amritsar,2020-03-09,20.71,72.89,17.35,11.81,26.87,12.14,0.82,6.74,32.77,1.43,1.75,2.0,75,Satisfactory
Amritsar,2020-03-10,43.24,115.85,18.82,12.66,28.37,12.29,0.73,9.44,34.08,1.66,2.02,2.0,96,Satisfactory
Amritsar,2020-03-11,40.15,107.64,18.14,13.18,28.04,11.88,0.62,8.1,30.16,1.65,1.99,1.96,107,Moderate
Amritsar,2020-03-13,17.08,70.36,17.22,11.62,26.98,11.8,0.78,8.52,36.31,1.39,1.59,2.0,72,Satisfactory
Amritsar,2020-03-14,21.05,70.22,18.49,11.98,28.28,11.71,0.7,12.75,32.14,1.38,1.7,1.98,69,Satisfactory
Amritsar,2020-03-15,25.65,83.27,17.4,12.99,27.07,12.15,0.73,21.74,32.95,1.47,1.87,2.0,79,Satisfactory
Amritsar,2020-03-16,38.07,106.34,17.57,12.39,27.5,11.97,0.68,9.82,33.3,1.57,1.94,1.98,95,Satisfactory
Amritsar,2020-03-17,41.78,109.94,18.18,10.31,27.98,12.02,0.72,9.56,31.27,1.57,1.84,2.0,106,Moderate
Amritsar,2020-03-18,45.62,118.05,17.72,10.48,25.35,11.93,0.64,9.77,30.51,1.46,1.71,1.83,110,Moderate
Amritsar,2020-03-19,39.08,107.8,17.38,10.28,27.28,11.98,0.62,16.11,30.29,1.58,1.94,2.0,107,Moderate
Amritsar,2020-03-20,40.61,110.94,17.07,10.97,27.42,12.0,0.48,27.59,31.58,1.8,2.12,2.0,111,Moderate
Amritsar,2020-03-21,33.78,100.73,17.69,11.47,27.21,12.03,0.68,23.06,26.71,1.55,2.03,1.98,96,Satisfactory
Amritsar,2020-03-22,24.57,77.22,17.13,11.39,26.89,11.98,0.7,19.46,31.11,1.48,2.01,2.0,93,Satisfactory
Amritsar,2020-03-23,30.12,85.69,17.86,10.34,27.64,11.93,0.84,9.34,31.26,1.43,1.88,2.0,78,Satisfactory
Amritsar,2020-03-24,26.35,75.6,18.2,10.94,27.27,12.09,1.27,7.73,29.78,1.43,1.69,1.98,86,Satisfactory
Amritsar,2020-03-25,15.6,61.47,18.43,10.79,27.91,11.96,0.86,6.41,28.07,1.36,1.67,2.0,64,Satisfactory
Amritsar,2020-03-26,22.63,72.7,17.79,11.82,27.96,11.84,0.73,7.16,32.26,1.41,1.72,2.0,66,Satisfactory
Amritsar,2020-03-27,20.29,60.78,21.42,13.83,29.21,12.79,0.73,6.22,25.63,1.35,1.62,1.94,71,Satisfactory
Amritsar,2020-03-28,12.03,54.63,19.93,12.76,30.41,12.33,0.76,6.2,22.84,1.34,1.53,2.01,54,Satisfactory
Amritsar,2020-03-29,17.74,63.75,17.36,11.56,27.43,12.19,0.76,6.7,22.1,1.37,1.67,1.98,60,Satisfactory
Amritsar,2020-03-30,21.35,68.57,17.8,11.05,26.97,12.07,0.71,7.21,22.14,1.37,1.66,1.98,67,Satisfactory
Amritsar,2020-03-31,21.91,70.76,17.8,10.68,27.51,11.97,0.78,6.82,22.14,1.38,1.54,2.0,69,Satisfactory
Amritsar,2020-04-01,14.18,60.07,18.48,10.29,27.96,12.1,0.77,6.3,22.14,1.32,1.59,1.98,65,Satisfactory
Amritsar,2020-04-02,13.97,63.92,17.69,10.82,27.94,11.74,0.78,6.22,22.14,1.34,1.58,2.01,63,Satisfactory
Amritsar,2020-04-03,17.52,61.42,17.88,10.69,26.99,12.16,0.76,6.57,22.14,1.34,1.61,1.98,61,Satisfactory
Amritsar,2020-04-04,22.8,50.68,17.62,10.84,27.79,12.01,0.69,7.4,22.14,1.42,1.78,2.0,58,Satisfactory
Amritsar,2020-04-05,34.73,68.87,16.81,10.78,25.99,11.93,0.69,8.68,22.14,1.52,1.89,1.94,60,Satisfactory
Amritsar,2020-04-12,20.09,34.55,18.33,11.21,28.01,12.03,0.85,8.49,22.14,1.4,1.55,2.0,45,Good
Amritsar,2020-04-13,29.47,59.84,17.65,11.55,27.61,12.12,0.59,9.63,22.14,1.65,1.98,2.0,52,Satisfactory
Amritsar,2020-04-14,22.37,50.46,17.34,10.67,23.17,12.09,0.64,6.33,22.14,1.21,1.4,1.79,59,Satisfactory
Amritsar,2020-04-15,32.05,75.31,20.86,18.96,28.66,15.16,0.73,6.55,23.62,1.26,1.5,1.83,68,Satisfactory
Amritsar,2020-04-16,22.61,48.2,23.03,17.01,33.2,14.86,0.73,7.65,36.07,1.39,1.75,2.0,61,Satisfactory
Amritsar,2020-04-17,17.45,38.01,18.7,11.4,28.05,12.66,0.7,7.76,42.81,1.38,1.47,1.98,45,Good
Amritsar,2020-04-18,8.8,18.03,21.51,11.43,31.09,12.4,0.8,5.88,43.02,1.32,1.42,2.0,43,Good
Amritsar,2020-04-19,11.33,30.5,18.12,11.33,27.79,12.74,0.82,8.85,43.02,1.35,1.54,2.0,44,Good
Amritsar,2020-04-20,16.35,56.92,17.86,12.25,28.27,11.95,0.68,9.64,43.02,1.37,1.54,2.0,51,Satisfactory
Amritsar,2020-04-21,9.84,39.79,19.48,13.03,29.25,12.24,0.79,13.02,43.02,1.33,1.43,2.0,47,Good
Amritsar,2020-04-22,13.72,51.33,21.63,14.02,31.4,12.69,0.74,9.17,43.02,1.36,1.6,2.0,48,Good
Amritsar,2020-04-23,14.67,59.48,23.49,16.84,33.39,12.8,0.84,8.59,43.02,1.31,1.15,2.0,56,Satisfactory
Amritsar,2020-04-24,20.68,78.36,20.44,16.25,32.22,12.53,0.67,8.94,43.02,1.3,1.1,2.0,68,Satisfactory
Amritsar,2020-04-25,15.74,67.22,22.04,16.48,30.38,13.38,0.77,17.19,43.02,1.29,1.09,1.98,74,Satisfactory
Amritsar,2020-04-26,14.78,54.18,19.74,15.44,29.59,12.11,0.69,11.17,43.02,1.3,1.1,5.05,60,Satisfactory
Amritsar,2020-04-27,11.2,42.21,38.1,32.33,46.31,19.36,0.75,6.42,44.12,1.25,1.06,8.48,51,Satisfactory
Amritsar,2020-04-28,13.63,52.77,28.22,21.57,37.97,14.54,0.79,7.08,43.57,1.3,1.1,8.81,56,Satisfactory
Amritsar,2020-04-29,24.61,86.73,26.75,19.19,36.02,14.53,0.76,9.0,43.57,1.3,1.1,8.72,72,Satisfactory
Amritsar,2020-04-30,23.98,112.59,25.07,17.26,34.95,13.57,0.76,8.5,43.57,1.3,1.1,8.81,102,Moderate
Amritsar,2020-05-01,32.01,141.16,20.93,14.93,30.16,12.8,0.78,9.5,43.57,1.3,1.1,8.72,118,Moderate
Amritsar,2020-05-02,28.37,114.11,20.75,16.36,29.69,12.73,0.63,8.45,43.57,1.29,1.09,8.72,118,Moderate
Amritsar,2020-05-03,15.46,65.47,23.93,18.66,35.6,13.06,0.78,7.07,26.82,1.29,1.09,8.72,91,Satisfactory
Amritsar,2020-05-04,19.64,72.31,19.2,16.05,28.92,12.8,0.81,8.64,27.11,1.29,1.09,8.67,61,Satisfactory
Amritsar,2020-05-05,18.81,74.73,19.59,14.69,29.97,12.13,0.73,7.44,27.1,1.3,1.1,8.72,77,Satisfactory
Amritsar,2020-05-06,23.32,76.19,19.26,12.39,28.6,12.35,0.82,10.3,27.11,1.3,1.1,8.72,75,Satisfactory
Amritsar,2020-05-07,18.39,48.21,33.61,26.95,39.88,18.62,0.73,8.99,37.82,1.23,1.04,8.23,60,Satisfactory
Amritsar,2020-05-08,34.0,83.68,30.38,24.27,39.73,15.15,0.83,10.06,43.77,1.3,1.1,8.81,71,Satisfactory
Amritsar,2020-05-09,37.31,87.52,22.45,18.78,31.81,13.86,0.75,10.47,43.73,1.29,1.09,8.72,87,Satisfactory
Amritsar,2020-05-10,39.62,91.93,20.3,13.69,30.2,12.41,0.7,10.16,43.77,1.3,1.1,8.82,94,Satisfactory
Amritsar,2020-05-11,32.14,70.6,20.67,15.65,30.08,12.66,0.67,7.82,43.77,1.3,1.1,8.72,75,Satisfactory
Amritsar,2020-05-12,24.59,49.58,21.79,16.79,30.38,13.27,0.82,9.74,43.77,1.3,1.1,8.82,61,Satisfactory
Amritsar,2020-05-13,44.76,86.65,19.55,15.63,30.07,12.96,0.74,9.08,43.77,1.27,1.08,8.63,67,Satisfactory
Amritsar,2020-05-14,42.22,78.34,21.56,15.84,32.32,12.57,0.61,9.03,43.77,1.3,1.1,8.81,95,Satisfactory
Amritsar,2020-05-15,21.61,43.74,22.88,15.94,32.43,12.76,0.91,9.9,43.77,1.3,1.1,8.72,52,Satisfactory
Amritsar,2020-05-16,35.91,69.27,20.01,14.83,29.75,12.49,0.75,9.26,43.77,1.3,1.1,8.81,61,Satisfactory
Amritsar,2020-05-17,39.96,77.29,20.35,15.98,30.7,12.66,0.75,11.8,43.77,1.3,1.1,8.81,75,Satisfactory
Amritsar,2020-05-18,44.56,76.97,22.31,17.48,27.56,12.49,0.67,26.68,43.77,1.06,0.89,6.88,76,Satisfactory
Amritsar,2020-05-19,34.55,59.21,21.5,14.96,30.21,12.55,0.69,22.25,52.91,1.3,1.1,8.81,65,Satisfactory
Amritsar,2020-05-20,43.35,68.58,21.26,15.0,30.04,12.84,0.69,11.86,64.78,1.3,1.1,8.72,68,Satisfactory
Amritsar,2020-05-21,52.58,81.31,20.08,15.55,30.04,12.53,0.68,10.76,64.78,1.3,1.1,8.82,80,Satisfactory
Amritsar,2020-05-22,68.2,113.31,19.12,13.29,29.59,12.35,0.62,23.16,41.89,1.29,1.09,8.72,115,Moderate
Amritsar,2020-05-23,54.78,96.64,18.45,12.8,28.26,11.97,0.48,18.35,17.0,1.3,1.1,8.82,106,Moderate
Amritsar,2020-05-24,29.01,55.05,18.64,11.41,26.45,12.15,0.61,19.01,17.0,1.22,1.03,8.26,74,Satisfactory
Amritsar,2020-05-25,16.29,72.17,17.69,10.6,27.18,12.27,0.76,17.75,17.0,1.3,1.1,8.82,69,Satisfactory
Amritsar,2020-05-26,51.47,90.41,18.07,10.31,27.12,12.29,0.97,34.05,17.0,1.29,1.09,8.63,81,Satisfactory
Amritsar,2020-05-27,37.21,66.23,16.63,10.97,26.78,11.95,0.56,14.45,17.0,1.3,1.1,8.81,77,Satisfactory
