City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Gurugram,2020-04-14,51.22,131.79,6.89,19.88,13.53,37.1,0.81,13.28,47.71,3.09,2.97,2.82,122,Moderate
Gurugram,2020-04-15,59.01,185.92,7.03,18.25,12.74,39.87,0.79,13.21,45.18,7.67,3.84,3.54,138,Moderate
Gurugram,2020-04-16,62.75,154.53,7.98,17.1,12.94,38.95,0.83,13.53,55.51,8.12,3.86,3.56,157,Moderate
Gurugram,2020-04-17,28.23,79.28,5.4,12.66,9.64,37.36,0.62,12.42,73.94,7.0,3.69,3.2,120,Moderate
Gurugram,2020-04-18,26.84,87.29,4.98,12.87,8.86,36.77,0.57,12.12,71.23,7.06,3.46,2.97,107,Moderate
Gurugram,2020-04-19,30.21,70.61,5.28,15.3,10.22,37.27,0.65,12.1,62.46,7.18,3.51,2.9,109,Moderate
Gurugram,2020-04-20,48.86,93.89,10.18,19.64,15.65,40.1,0.78,12.42,37.77,8.15,3.47,3.17,99,Satisfactory
Gurugram,2020-04-21,33.79,72.37,4.95,14.88,9.68,36.66,0.68,10.67,66.92,7.41,3.52,2.97,105,Moderate
Gurugram,2020-04-22,49.59,102.91,5.91,18.46,12.07,37.91,0.77,11.29,62.97,7.5,3.64,3.05,120,Moderate
Gurugram,2020-04-23,51.55,105.97,8.65,18.33,12.88,38.34,0.79,10.01,55.3,7.29,3.45,2.95,113,Moderate
Gurugram,2020-04-24,56.54,100.68,5.01,15.69,13.06,36.58,0.77,9.28,63.8,6.47,3.49,3.3,124,Moderate
Gurugram,2020-04-25,26.55,63.78,4.25,12.23,10.32,40.59,0.58,8.55,73.49,6.04,3.38,2.88,121,Moderate
Gurugram,2020-04-26,49.26,119.82,11.76,13.94,11.22,43.4,0.67,8.79,62.13,6.46,2.51,2.49,113,Moderate
Gurugram,2020-04-27,25.94,46.63,4.24,10.35,9.44,38.04,0.54,7.9,67.03,5.89,2.46,2.36,103,Moderate
Gurugram,2020-04-28,34.2,58.26,4.48,11.32,10.31,37.56,0.63,7.02,74.53,5.33,3.07,2.4,118,Moderate
Gurugram,2020-04-29,58.64,111.67,4.39,13.84,11.56,28.22,0.75,7.75,66.09,5.95,3.29,2.68,126,Moderate
Gurugram,2020-04-30,62.21,122.56,4.47,12.84,10.82,22.41,0.76,7.88,70.1,5.74,3.4,2.69,141,Moderate
Gurugram,2020-05-01,62.55,134.75,4.28,12.69,10.68,22.14,0.74,7.45,79.99,5.47,3.38,2.64,155,Moderate
Gurugram,2020-05-02,41.11,104.29,4.12,10.69,8.97,16.18,0.7,5.59,91.17,4.39,3.0,2.11,152,Moderate
Gurugram,2020-05-03,39.62,86.75,4.02,10.84,9.17,13.18,0.73,6.11,72.95,4.76,2.83,2.1,126,Moderate
Gurugram,2020-05-04,23.7,45.29,4.49,11.12,10.51,16.83,0.55,7.71,64.94,5.78,2.55,2.21,94,Satisfactory
Gurugram,2020-05-05,55.54,94.42,4.16,13.71,10.97,16.73,0.81,7.78,67.79,5.46,3.24,2.49,130,Moderate
Gurugram,2020-05-06,48.01,138.24,4.27,14.5,11.67,24.99,0.72,7.33,74.54,6.2,3.2,2.45,143,Moderate
Gurugram,2020-05-07,40.41,89.12,4.18,13.66,11.2,31.94,0.61,6.38,83.29,4.35,3.53,3.09,138,Moderate
Gurugram,2020-05-08,56.55,102.78,4.24,14.09,10.87,25.48,0.72,7.37,92.2,4.04,5.13,4.2,144,Moderate
Gurugram,2020-05-09,63.16,120.48,3.93,13.16,10.27,17.78,0.77,7.94,100.91,3.34,5.97,4.73,166,Moderate
Gurugram,2020-05-10,51.33,112.01,4.07,11.14,9.9,12.6,0.77,7.18,83.27,2.66,5.06,2.33,154,Moderate
Gurugram,2020-05-11,43.34,92.6,4.56,12.79,10.36,21.99,0.53,8.76,70.79,2.77,5.08,2.14,113,Moderate
Gurugram,2020-05-12,46.22,92.82,4.16,13.56,10.95,15.54,0.68,7.47,78.92,2.62,5.16,3.09,133,Moderate
Gurugram,2020-05-13,63.71,140.61,4.76,16.23,11.7,10.45,0.81,13.26,73.47,2.68,5.68,3.8,133,Moderate
Gurugram,2020-05-14,51.25,128.05,12.17,27.73,24.42,8.99,0.94,9.38,67.65,3.21,5.06,4.06,147,Moderate
Gurugram,2020-05-15,44.84,89.14,52.57,36.56,65.35,12.08,0.76,9.6,77.07,6.2,3.04,2.24,155,Moderate
Gurugram,2020-05-16,69.14,111.56,43.42,44.32,59.52,14.61,0.85,11.87,89.44,6.09,3.27,2.27,208,Poor
Gurugram,2020-05-17,70.96,149.96,8.38,37.52,24.05,22.68,1.01,12.0,63.65,6.71,3.17,2.39,184,Moderate
Gurugram,2020-05-18,59.29,115.94,9.85,34.85,23.82,22.59,0.91,8.51,61.06,6.35,3.18,2.38,160,Moderate
Gurugram,2020-05-19,74.62,146.61,14.08,35.58,26.4,22.82,0.99,9.11,61.72,5.84,3.08,2.35,160,Moderate
Gurugram,2020-05-20,67.08,124.58,11.33,27.33,22.39,22.17,0.89,10.08,71.92,5.88,3.06,2.09,167,Moderate
Gurugram,2020-05-21,51.41,130.77,15.32,24.81,24.8,22.2,0.92,10.07,71.0,5.94,3.06,2.0,141,Moderate
Gurugram,2020-05-22,62.53,153.39,17.2,24.42,29.67,21.97,1.06,9.26,53.74,7.8,2.6,2.39,152,Moderate
Gurugram,2020-05-23,65.12,187.33,7.49,19.3,16.56,22.63,1.02,8.96,51.48,6.83,2.87,2.31,146,Moderate
Gurugram,2020-05-24,56.3,154.36,3.81,21.9,10.69,17.11,0.91,7.56,55.27,5.75,3.0,2.17,150,Moderate
Gurugram,2020-05-25,60.53,148.39,3.83,18.16,11.58,20.07,0.93,8.68,55.55,6.66,2.68,2.15,139,Moderate
Gurugram,2020-05-26,56.62,184.71,14.91,22.71,21.68,23.19,0.91,6.96,34.74,6.51,2.9,2.32,140,Moderate
Gurugram,2020-05-27,68.78,205.39,4.82,25.72,14.63,22.52,0.91,7.33,69.11,4.86,3.17,2.14,162,Moderate
Gurugram,2020-05-28,75.32,257.56,3.45,16.27,10.08,24.53,0.88,3.91,73.51,4.51,2.38,1.45,202,Poor
Gurugram,2020-05-29,32.39,69.05,4.17,15.43,8.89,17.69,0.67,16.6,70.04,5.37,2.18,1.38,166,Moderate
Gurugram,2020-05-30,26.35,56.28,3.89,13.94,10.01,19.87,0.7,8.94,62.58,6.23,2.61,1.95,86,Satisfactory
Gurugram,2020-05-31,27.67,63.92,9.54,16.09,13.2,15.53,0.79,9.79,64.29,5.71,2.69,1.78,105,Moderate
Gurugram,2020-06-01,36.12,87.51,6.9,20.5,13.33,12.39,0.85,5.42,72.06,5.83,2.93,2.01,133,Moderate
Gurugram,2020-06-02,46.04,141.66,5.19,14.95,11.86,11.73,0.77,5.2,64.49,4.96,2.99,2.0,156,Moderate
Gurugram,2020-06-03,46.92,117.56,5.52,14.13,11.72,9.97,0.78,5.85,64.22,5.19,3.26,2.04,135,Moderate
Gurugram,2020-06-04,58.03,143.56,5.26,17.88,13.04,9.73,0.87,5.78,52.81,5.4,3.36,2.05,130,Moderate
Gurugram,2020-06-05,39.79,75.0,5.18,15.71,11.6,13.31,0.82,5.91,57.47,6.08,3.15,2.04,121,Moderate
Gurugram,2020-06-06,43.29,91.47,5.64,13.55,11.05,10.83,0.77,5.69,64.64,5.99,3.09,1.96,110,Moderate
Gurugram,2020-06-07,48.67,92.32,5.37,14.17,10.95,7.97,0.87,7.4,64.41,6.64,2.66,1.94,122,Moderate
Gurugram,2020-06-08,47.11,91.34,5.61,15.24,11.93,6.96,1.0,7.28,64.5,6.02,3.11,2.0,133,Moderate
Gurugram,2020-06-09,65.0,141.77,6.12,18.55,14.29,6.4,0.92,7.99,74.49,5.78,3.17,2.06,141,Moderate
Gurugram,2020-06-10,50.5,123.83,6.56,19.0,16.17,5.8,0.81,7.07,65.41,5.71,3.06,2.07,135,Moderate
Gurugram,2020-06-11,46.61,110.92,6.12,15.17,13.95,5.36,0.72,4.22,67.71,5.6,2.78,2.0,122,Moderate
Gurugram,2020-06-12,72.62,157.12,6.78,24.0,13.74,5.32,0.77,6.6,93.6,4.66,2.92,1.89,147,Moderate
Gurugram,2020-06-13,61.48,138.26,6.15,13.94,13.73,4.92,0.64,7.16,91.81,4.66,2.82,1.79,158,Moderate
Gurugram,2020-06-14,73.88,166.94,5.72,10.48,10.81,4.99,0.68,6.57,93.14,4.9,2.77,1.93,157,Moderate
Gurugram,2020-06-15,54.15,117.53,5.12,12.44,10.42,5.05,0.58,5.43,94.84,4.41,2.93,1.85,155,Moderate
Gurugram,2020-06-16,49.75,108.22,5.75,13.67,11.58,4.74,0.55,6.29,81.32,4.56,2.53,1.76,128,Moderate
Gurugram,2020-06-17,45.21,92.67,4.51,11.29,9.57,3.9,0.53,6.87,79.58,4.67,2.87,1.51,128,Moderate
Gurugram,2020-06-18,46.26,119.83,4.66,8.86,9.43,1.08,0.55,5.81,69.32,4.98,3.04,1.78,122,Moderate
Gurugram,2020-06-19,65.61,244.35,4.95,9.0,10.02,4.43,0.7,4.15,62.43,4.97,2.94,1.7,148,Moderate
Gurugram,2020-06-20,49.08,156.48,5.51,8.09,10.59,4.04,0.53,5.38,55.44,4.49,2.75,1.56,172,Moderate
Gurugram,2020-06-21,49.1,103.78,6.28,8.75,10.83,4.05,0.49,5.41,66.63,5.28,2.86,1.69,132,Moderate
Gurugram,2020-06-22,48.62,97.08,6.49,8.8,10.23,4.3,0.65,5.13,79.1,5.25,2.88,1.62,134,Moderate
Gurugram,2020-06-23,39.63,74.69,5.9,8.95,10.49,4.23,0.69,4.28,54.24,26.52,3.03,5.17,108,Moderate
Gurugram,2020-06-24,43.35,75.89,5.31,7.9,9.61,4.17,0.63,4.03,49.35,22.62,4.0,11.44,86,Satisfactory
Gurugram,2020-06-25,42.64,111.09,5.22,8.14,8.61,3.74,0.75,4.06,45.86,2.47,5.72,12.43,102,Moderate
Gurugram,2020-06-26,56.56,141.92,2.65,10.07,8.52,3.88,0.9,6.42,32.75,3.41,4.8,5.98,122,Moderate
Gurugram,2020-06-27,47.82,158.08,3.12,8.05,7.24,3.33,0.66,9.18,19.54,2.16,4.78,5.27,121,Moderate
Gurugram,2020-06-28,64.72,261.05,5.62,9.65,8.97,3.43,0.67,7.82,17.28,2.65,3.59,5.16,153,Moderate
Gurugram,2020-06-29,46.89,154.0,4.0,8.97,9.65,3.05,0.57,7.86,36.5,2.34,3.84,4.72,140,Moderate
Gurugram,2020-06-30,47.27,114.29,6.29,10.38,12.08,3.2,0.78,7.36,58.07,2.4,4.3,4.89,131,Moderate
Gurugram,2020-07-01,61.64,174.08,5.99,10.58,12.37,2.91,1.11,7.57,44.14,2.67,4.46,4.73,157,Moderate
